hub_file,slug,title,highlight,values,flags,verified
numbers.csv,s33-shikikin-2bai,敷金上限2倍,賃料2倍,2倍まで | 6ヶ月,verify_official,OK
numbers.csv,s33-menkyo-5nen,宅建業免許5年更新,5年・要項確認,5年 | 5年,verify_official,OK
numbers.csv,s33-takken-36ten,宅建合格基準36点,50問・120分・四肢択一。合格は相対評価の総合点（科目別足切りなし）。基準点は試験後に発表。登録講習修了者は5問免除で45問出題。,50問 | 120分 | 相対評価（総合点） | 試験後に発表 | 45問出題 | 14問,maybe_missing_digit;verify_official,OK
numbers.csv,s34-ju35-5days,35条説明後5日ルール,5日経過前は不可,5日 | 書面同意,verify_official,OK
numbers.csv,s34-cooling-8days,クーリングオフ8日,8日以内,8日 | 無条件,verify_official,OK
numbers.csv,s34-tefuki-5pct,手付金5%上限,代金5%,5% | 預託等,verify_official,OK-practice
numbers.csv,s34-sennin-14days,専任媒介14日報告 S34,14日以内,14日 | 取引状況,verify_official,OK
numbers.csv,s34-koushin-1month,更新料1ヶ月上限,1ヶ月以内,1ヶ月 | 別,verify_official,OK
numbers.csv,s34-shikaku-5nen,宅建士資格5年,5年更新,5年 | 手続必要,verify_official,OK
numbers.csv,s34-teitou-3months,抵当権3ヶ月除斥 S34,3ヶ月,3ヶ月 | 占有移転,verify_official,OK
numbers.csv,s34-houshuu-baibai,売買報酬3%+6万,3%+6万,3%+6万 | 1ヶ月,verify_official,OK
numbers.csv,s34-takken-50mon,宅建試験50問,50問,50問 | 2時間,verify_official,OK
numbers.csv,s34-baikai-7days,一般媒介7日報告,一般媒介に法定7日報告義務はない。専任媒介は2週1回以上・レインズ7日、専属専任は1週1回以上・レインズ5日。,3か月以内 | 2週に1回以上 | 7日以内 | 1週に1回以上 | 5日以内 | 法定報告義務なし,verify_official,OK
numbers.csv,s35-takken-kaisei-suuchi,宅建業法改正の数値・期限（S35）,宅建業法改正;要項確認,要項・法令で確認 | 主語・手続 | 学習ノート | 数値+条件,concept_page,
numbers.csv,s35-ju35-ju37-suuchi,35条37条深掘りの数値・期限（S35）,35条37条深掘り;要項確認,要項・法令で確認 | 主語・手続 | 学習ノート | 数値+条件,,
numbers.csv,s35-baikai-houshuu-suuchi,媒介報酬の数値・期限（S35）,媒介報酬;要項確認,要項・法令で確認 | 主語・手続 | 学習ノート | 数値+条件,concept_page,
numbers.csv,s35-shakuchi-shakuya-suuchi,借地借家の数値・期限（S35）,借地借家;要項確認,要項・法令で確認 | 主語・手続 | 学習ノート | 数値+条件,concept_page,
numbers.csv,s35-kubun-shoyu-suuchi,区分所有の数値・期限（S35）,区分所有;要項確認,要項・法令で確認 | 主語・手続 | 学習ノート | 数値+条件,concept_page,
numbers.csv,s35-toshikeikaku-suuchi,都市計画の数値・期限（S35）,都市計画;要項確認,要項・法令で確認 | 主語・手続 | 学習ノート | 数値+条件,concept_page,
numbers.csv,s35-touki-suuchi,登記の数値・期限（S35）,登記;要項確認,要項・法令で確認 | 主語・手続 | 学習ノート | 数値+条件,concept_page,
numbers.csv,s35-keiyaku-futekigou-suuchi,契約不適合の数値・期限（S35）,契約不適合;要項確認,要項・法令で確認 | 主語・手続 | 学習ノート | 数値+条件,concept_page,
numbers.csv,s35-tetsuki-suuchi,手付金の数値・期限（S35）,手付金;要項確認,要項・法令で確認 | 主語・手続 | 学習ノート | 数値+条件,concept_page,
numbers.csv,s35-shiken-taisaku-suuchi,試験対策の数値・期限（S35）,試験対策;要項確認,要項・法令で確認 | 主語・手続 | 学習ノート | 数値+条件,concept_page,
numbers.csv,s36-takken-kaisei-suuchi,宅建業法改正の数値・期限（S36）,宅建業法改正;要項確認,要項・法令で確認 | 主語・手続 | 学習ノート | 数値+条件,concept_page,
numbers.csv,s36-ju35-ju37-suuchi,35条37条深掘りの数値・期限（S36）,35条37条深掘り;要項確認,要項・法令で確認 | 主語・手続 | 学習ノート | 数値+条件,,
numbers.csv,s36-baikai-houshuu-suuchi,媒介報酬の数値・期限（S36）,媒介報酬;要項確認,要項・法令で確認 | 主語・手続 | 学習ノート | 数値+条件,concept_page,
numbers.csv,s36-shakuchi-shakuya-suuchi,借地借家の数値・期限（S36）,借地借家;要項確認,要項・法令で確認 | 主語・手続 | 学習ノート | 数値+条件,concept_page,
numbers.csv,s36-kubun-shoyu-suuchi,区分所有の数値・期限（S36）,区分所有;要項確認,要項・法令で確認 | 主語・手続 | 学習ノート | 数値+条件,concept_page,
numbers.csv,s36-toshikeikaku-suuchi,都市計画の数値・期限（S36）,都市計画;要項確認,要項・法令で確認 | 主語・手続 | 学習ノート | 数値+条件,concept_page,
numbers.csv,s36-touki-suuchi,登記の数値・期限（S36）,登記;要項確認,要項・法令で確認 | 主語・手続 | 学習ノート | 数値+条件,concept_page,
numbers.csv,s36-keiyaku-futekigou-suuchi,契約不適合の数値・期限（S36）,契約不適合;要項確認,要項・法令で確認 | 主語・手続 | 学習ノート | 数値+条件,concept_page,
numbers.csv,s36-tetsuki-suuchi,手付金の数値・期限（S36）,手付金;要項確認,要項・法令で確認 | 主語・手続 | 学習ノート | 数値+条件,concept_page,
numbers.csv,s36-shiken-taisaku-suuchi,試験対策の数値・期限（S36）,試験対策;要項確認,要項・法令で確認 | 主語・手続 | 学習ノート | 数値+条件,concept_page,
numbers.csv,s37-takken-kaisei-suuchi,宅建業法改正の数値・期限（S37）,宅建業法改正;要項確認,要項・法令で確認 | 主語・手続 | 学習ノート | 数値+条件,concept_page,
numbers.csv,s37-ju35-ju37-suuchi,35条37条深掘りの数値・期限（S37）,35条37条深掘り;要項確認,要項・法令で確認 | 主語・手続 | 学習ノート | 数値+条件,,
numbers.csv,s37-baikai-houshuu-suuchi,媒介報酬の数値・期限（S37）,媒介報酬;要項確認,要項・法令で確認 | 主語・手続 | 学習ノート | 数値+条件,concept_page,
numbers.csv,s37-shakuchi-shakuya-suuchi,借地借家の数値・期限（S37）,借地借家;要項確認,要項・法令で確認 | 主語・手続 | 学習ノート | 数値+条件,concept_page,
numbers.csv,s37-kubun-shoyu-suuchi,区分所有の数値・期限（S37）,区分所有;要項確認,要項・法令で確認 | 主語・手続 | 学習ノート | 数値+条件,concept_page,
numbers.csv,s37-toshikeikaku-suuchi,都市計画の数値・期限（S37）,都市計画;要項確認,要項・法令で確認 | 主語・手続 | 学習ノート | 数値+条件,concept_page,
numbers.csv,s37-touki-suuchi,登記の数値・期限（S37）,登記;要項確認,要項・法令で確認 | 主語・手続 | 学習ノート | 数値+条件,concept_page,
numbers.csv,s37-keiyaku-futekigou-suuchi,契約不適合の数値・期限（S37）,契約不適合;要項確認,要項・法令で確認 | 主語・手続 | 学習ノート | 数値+条件,concept_page,
numbers.csv,s37-tetsuki-suuchi,手付金の数値・期限（S37）,手付金;要項確認,要項・法令で確認 | 主語・手続 | 学習ノート | 数値+条件,concept_page,
numbers.csv,s37-shiken-taisaku-suuchi,試験対策の数値・期限（S37）,試験対策;要項確認,要項・法令で確認 | 主語・手続 | 学習ノート | 数値+条件,concept_page,
numbers.csv,s38-takken-kaisei-suuchi,宅建業法改正の数値・期限（S38）,宅建業法改正;要項確認,要項・法令で確認 | 主語・手続 | 学習ノート | 数値+条件,concept_page,
numbers.csv,s38-ju35-ju37-suuchi,35条37条深掘りの数値・期限（S38）,35条37条深掘り;要項確認,要項・法令で確認 | 主語・手続 | 学習ノート | 数値+条件,,
numbers.csv,s38-baikai-houshuu-suuchi,媒介報酬の数値・期限（S38）,媒介報酬;要項確認,要項・法令で確認 | 主語・手続 | 学習ノート | 数値+条件,concept_page,
numbers.csv,s38-shakuchi-shakuya-suuchi,借地借家の数値・期限（S38）,借地借家;要項確認,要項・法令で確認 | 主語・手続 | 学習ノート | 数値+条件,concept_page,
numbers.csv,s38-kubun-shoyu-suuchi,区分所有の数値・期限（S38）,区分所有;要項確認,要項・法令で確認 | 主語・手続 | 学習ノート | 数値+条件,concept_page,
numbers.csv,s38-toshikeikaku-suuchi,都市計画の数値・期限（S38）,都市計画;要項確認,要項・法令で確認 | 主語・手続 | 学習ノート | 数値+条件,concept_page,
numbers.csv,s38-touki-suuchi,登記の数値・期限（S38）,登記;要項確認,要項・法令で確認 | 主語・手続 | 学習ノート | 数値+条件,concept_page,
numbers.csv,s38-keiyaku-futekigou-suuchi,契約不適合の数値・期限（S38）,契約不適合;要項確認,要項・法令で確認 | 主語・手続 | 学習ノート | 数値+条件,concept_page,
numbers.csv,s38-tetsuki-suuchi,手付金の数値・期限（S38）,手付金;要項確認,要項・法令で確認 | 主語・手続 | 学習ノート | 数値+条件,concept_page,
numbers.csv,s38-shiken-taisaku-suuchi,試験対策の数値・期限（S38）,試験対策;要項確認,要項・法令で確認 | 主語・手続 | 学習ノート | 数値+条件,concept_page,
numbers.csv,s39-takken-kaisei-suuchi,宅建業法改正の数値・期限（S39）,宅建業法改正;要項確認,要項・法令で確認 | 主語・手続 | 学習ノート | 数値+条件,concept_page,
numbers.csv,s39-ju35-ju37-suuchi,35条37条深掘りの数値・期限（S39）,35条37条深掘り;要項確認,要項・法令で確認 | 主語・手続 | 学習ノート | 数値+条件,,
numbers.csv,s39-baikai-houshuu-suuchi,媒介報酬の数値・期限（S39）,媒介報酬;要項確認,要項・法令で確認 | 主語・手続 | 学習ノート | 数値+条件,concept_page,
numbers.csv,s39-shakuchi-shakuya-suuchi,借地借家の数値・期限（S39）,借地借家;要項確認,要項・法令で確認 | 主語・手続 | 学習ノート | 数値+条件,concept_page,
numbers.csv,s39-kubun-shoyu-suuchi,区分所有の数値・期限（S39）,区分所有;要項確認,要項・法令で確認 | 主語・手続 | 学習ノート | 数値+条件,concept_page,
numbers.csv,s39-toshikeikaku-suuchi,都市計画の数値・期限（S39）,都市計画;要項確認,要項・法令で確認 | 主語・手続 | 学習ノート | 数値+条件,concept_page,
numbers.csv,s39-touki-suuchi,登記の数値・期限（S39）,登記;要項確認,要項・法令で確認 | 主語・手続 | 学習ノート | 数値+条件,concept_page,
numbers.csv,s39-keiyaku-futekigou-suuchi,契約不適合の数値・期限（S39）,契約不適合;要項確認,要項・法令で確認 | 主語・手続 | 学習ノート | 数値+条件,concept_page,
numbers.csv,s39-tetsuki-suuchi,手付金の数値・期限（S39）,手付金;要項確認,要項・法令で確認 | 主語・手続 | 学習ノート | 数値+条件,concept_page,
numbers.csv,s39-shiken-taisaku-suuchi,試験対策の数値・期限（S39）,試験対策;要項確認,要項・法令で確認 | 主語・手続 | 学習ノート | 数値+条件,concept_page,
numbers.csv,s40-takken-chokuzen-suuchi,宅建士試験直前の数値・期限（S40）,宅建士試験直前;要項確認,要項・法令で確認 | 主語・手続 | 学習ノート | 数値+条件,concept_page,
numbers.csv,s40-ju3537-shiage-suuchi,35条37条総仕上げの数値・期限（S40）,35条37条総仕上げ;要項確認,要項・法令で確認 | 主語・手続 | 学習ノート | 数値+条件,,
numbers.csv,s40-houshu-jogen-suuchi,報酬上限計算の数値・期限（S40）,報酬上限計算;要項確認,要項・法令で確認 | 主語・手続 | 学習ノート | 数値+条件,concept_page,
numbers.csv,s40-shakuchi-sogo-suuchi,借地借家総合の数値・期限（S40）,借地借家総合;要項確認,要項・法令で確認 | 主語・手続 | 学習ノート | 数値+条件,concept_page,
numbers.csv,s40-kubun-kanri-suuchi,区分所有管理の数値・期限（S40）,区分所有管理;要項確認,要項・法令で確認 | 主語・手続 | 学習ノート | 数値+条件,concept_page,
numbers.csv,s40-toshi-hou-suuchi,都市計画法の数値・期限（S40）,都市計画法;要項確認,要項・法令で確認 | 主語・手続 | 学習ノート | 数値+条件,concept_page,
numbers.csv,s40-touki-kenri-suuchi,登記・権利の数値・期限（S40）,登記・権利;要項確認,要項・法令で確認 | 主語・手続 | 学習ノート | 数値+条件,concept_page,
numbers.csv,s40-keiyaku-sekinin-suuchi,契約不適合責任の数値・期限（S40）,契約不適合責任;要項確認,要項・法令で確認 | 主語・手続 | 学習ノート | 数値+条件,concept_page,
numbers.csv,s40-cooling-off-suuchi,クーリングオフの数値・期限（S40）,クーリングオフ;要項確認,要項・法令で確認 | 主語・手続 | 学習ノート | 数値+条件,concept_page,
numbers.csv,s40-jusetsu-tsuika-suuchi,重要事項追加の数値・期限（S40）,重要事項追加;要項確認,要項・法令で確認 | 主語・手続 | 学習ノート | 数値+条件,concept_page,
numbers.csv,s41-takken-chokuzen-suuchi,宅建士試験直前の数値・期限（S41）,宅建士試験直前;要項確認,要項・法令で確認 | 主語・手続 | 学習ノート | 数値+条件,concept_page,
numbers.csv,s41-ju3537-shiage-suuchi,35条37条総仕上げの数値・期限（S41）,35条37条総仕上げ;要項確認,要項・法令で確認 | 主語・手続 | 学習ノート | 数値+条件,,
numbers.csv,s41-houshu-jogen-suuchi,報酬上限計算の数値・期限（S41）,報酬上限計算;要項確認,要項・法令で確認 | 主語・手続 | 学習ノート | 数値+条件,concept_page,
numbers.csv,s41-shakuchi-sogo-suuchi,借地借家総合の数値・期限（S41）,借地借家総合;要項確認,要項・法令で確認 | 主語・手続 | 学習ノート | 数値+条件,concept_page,
numbers.csv,s41-kubun-kanri-suuchi,区分所有管理の数値・期限（S41）,区分所有管理;要項確認,要項・法令で確認 | 主語・手続 | 学習ノート | 数値+条件,concept_page,
numbers.csv,s41-toshi-hou-suuchi,都市計画法の数値・期限（S41）,都市計画法;要項確認,要項・法令で確認 | 主語・手続 | 学習ノート | 数値+条件,concept_page,
numbers.csv,s41-touki-kenri-suuchi,登記・権利の数値・期限（S41）,登記・権利;要項確認,要項・法令で確認 | 主語・手続 | 学習ノート | 数値+条件,concept_page,
numbers.csv,s41-keiyaku-sekinin-suuchi,契約不適合責任の数値・期限（S41）,契約不適合責任;要項確認,要項・法令で確認 | 主語・手続 | 学習ノート | 数値+条件,concept_page,
numbers.csv,s41-cooling-off-suuchi,クーリングオフの数値・期限（S41）,クーリングオフ;要項確認,要項・法令で確認 | 主語・手続 | 学習ノート | 数値+条件,concept_page,
numbers.csv,s41-jusetsu-tsuika-suuchi,重要事項追加の数値・期限（S41）,重要事項追加;要項確認,要項・法令で確認 | 主語・手続 | 学習ノート | 数値+条件,concept_page,
numbers.csv,s42-takken-chokuzen-suuchi,宅建士試験直前の数値・期限（S42）,宅建士試験直前;要項確認,要項・法令で確認 | 主語・手続 | 学習ノート | 数値+条件,concept_page,
numbers.csv,s42-ju3537-shiage-suuchi,35条37条総仕上げの数値・期限（S42）,35条37条総仕上げ;要項確認,要項・法令で確認 | 主語・手続 | 学習ノート | 数値+条件,,
numbers.csv,s42-houshu-jogen-suuchi,報酬上限計算の数値・期限（S42）,報酬上限計算;要項確認,要項・法令で確認 | 主語・手続 | 学習ノート | 数値+条件,concept_page,
numbers.csv,s42-shakuchi-sogo-suuchi,借地借家総合の数値・期限（S42）,借地借家総合;要項確認,要項・法令で確認 | 主語・手続 | 学習ノート | 数値+条件,concept_page,
numbers.csv,s42-kubun-kanri-suuchi,区分所有管理の数値・期限（S42）,区分所有管理;要項確認,要項・法令で確認 | 主語・手続 | 学習ノート | 数値+条件,concept_page,
numbers.csv,s42-toshi-hou-suuchi,都市計画法の数値・期限（S42）,都市計画法;要項確認,要項・法令で確認 | 主語・手続 | 学習ノート | 数値+条件,concept_page,
numbers.csv,s42-touki-kenri-suuchi,登記・権利の数値・期限（S42）,登記・権利;要項確認,要項・法令で確認 | 主語・手続 | 学習ノート | 数値+条件,concept_page,
numbers.csv,s42-keiyaku-sekinin-suuchi,契約不適合責任の数値・期限（S42）,契約不適合責任;要項確認,要項・法令で確認 | 主語・手続 | 学習ノート | 数値+条件,concept_page,
numbers.csv,s42-cooling-off-suuchi,クーリングオフの数値・期限（S42）,クーリングオフ;要項確認,要項・法令で確認 | 主語・手続 | 学習ノート | 数値+条件,concept_page,
numbers.csv,s42-jusetsu-tsuika-suuchi,重要事項追加の数値・期限（S42）,重要事項追加;要項確認,要項・法令で確認 | 主語・手続 | 学習ノート | 数値+条件,concept_page,
numbers.csv,s43-takken-chokuzen-suuchi,宅建士試験直前の数値・期限（S43）,宅建士試験直前;要項確認,要項・法令で確認 | 主語・手続 | 学習ノート | 数値+条件,concept_page,
numbers.csv,s43-ju3537-shiage-suuchi,35条37条総仕上げの数値・期限（S43）,35条37条総仕上げ;要項確認,要項・法令で確認 | 主語・手続 | 学習ノート | 数値+条件,,
numbers.csv,s43-houshu-jogen-suuchi,報酬上限計算の数値・期限（S43）,報酬上限計算;要項確認,要項・法令で確認 | 主語・手続 | 学習ノート | 数値+条件,concept_page,
numbers.csv,s43-shakuchi-sogo-suuchi,借地借家総合の数値・期限（S43）,借地借家総合;要項確認,要項・法令で確認 | 主語・手続 | 学習ノート | 数値+条件,concept_page,
numbers.csv,s43-kubun-kanri-suuchi,区分所有管理の数値・期限（S43）,区分所有管理;要項確認,要項・法令で確認 | 主語・手続 | 学習ノート | 数値+条件,concept_page,
numbers.csv,s43-toshi-hou-suuchi,都市計画法の数値・期限（S43）,都市計画法;要項確認,要項・法令で確認 | 主語・手続 | 学習ノート | 数値+条件,concept_page,
numbers.csv,s43-touki-kenri-suuchi,登記・権利の数値・期限（S43）,登記・権利;要項確認,要項・法令で確認 | 主語・手続 | 学習ノート | 数値+条件,concept_page,
numbers.csv,s43-keiyaku-sekinin-suuchi,契約不適合責任の数値・期限（S43）,契約不適合責任;要項確認,要項・法令で確認 | 主語・手続 | 学習ノート | 数値+条件,concept_page,
numbers.csv,s43-cooling-off-suuchi,クーリングオフの数値・期限（S43）,クーリングオフ;要項確認,要項・法令で確認 | 主語・手続 | 学習ノート | 数値+条件,concept_page,
numbers.csv,s43-jusetsu-tsuika-suuchi,重要事項追加の数値・期限（S43）,重要事項追加;要項確認,要項・法令で確認 | 主語・手続 | 学習ノート | 数値+条件,concept_page,
numbers.csv,s44-takken-chokuzen-suuchi,宅建士試験直前の数値・期限（S44）,宅建士試験直前;要項確認,要項・法令で確認 | 主語・手続 | 学習ノート | 数値+条件,concept_page,
numbers.csv,s44-ju3537-shiage-suuchi,35条37条総仕上げの数値・期限（S44）,35条37条総仕上げ;要項確認,要項・法令で確認 | 主語・手続 | 学習ノート | 数値+条件,,
numbers.csv,s44-houshu-jogen-suuchi,報酬上限計算の数値・期限（S44）,報酬上限計算;要項確認,要項・法令で確認 | 主語・手続 | 学習ノート | 数値+条件,concept_page,
numbers.csv,s44-shakuchi-sogo-suuchi,借地借家総合の数値・期限（S44）,借地借家総合;要項確認,要項・法令で確認 | 主語・手続 | 学習ノート | 数値+条件,concept_page,
numbers.csv,s44-kubun-kanri-suuchi,区分所有管理の数値・期限（S44）,区分所有管理;要項確認,要項・法令で確認 | 主語・手続 | 学習ノート | 数値+条件,concept_page,
numbers.csv,s44-toshi-hou-suuchi,都市計画法の数値・期限（S44）,都市計画法;要項確認,要項・法令で確認 | 主語・手続 | 学習ノート | 数値+条件,concept_page,
numbers.csv,s44-touki-kenri-suuchi,登記・権利の数値・期限（S44）,登記・権利;要項確認,要項・法令で確認 | 主語・手続 | 学習ノート | 数値+条件,concept_page,
numbers.csv,s44-keiyaku-sekinin-suuchi,契約不適合責任の数値・期限（S44）,契約不適合責任;要項確認,要項・法令で確認 | 主語・手続 | 学習ノート | 数値+条件,concept_page,
numbers.csv,s44-cooling-off-suuchi,クーリングオフの数値・期限（S44）,クーリングオフ;要項確認,要項・法令で確認 | 主語・手続 | 学習ノート | 数値+条件,concept_page,
numbers.csv,s44-jusetsu-tsuika-suuchi,重要事項追加の数値・期限（S44）,重要事項追加;要項確認,要項・法令で確認 | 主語・手続 | 学習ノート | 数値+条件,concept_page,
