pattern_id,pattern_title,seq,source,question_id,exam_year,question_no,field,category,stem_preview,static_href
1,模試 第1回,38,past,202016,2020,16,limit,法令上の制限,建築基準法に規定する防火地域及び準防火地域に関する次の記述のうち、正しいものはどれか。,q/past/y2020/q16/index.html
1,模試 第1回,39,past,202023,2020,23,tax,税・その他,"居住用財産の譲渡所得の特別控除（3,000万円控除）に関する次の記述のうち、正しいものはどれか。",q/past/y2020/q23/index.html
1,模試 第1回,40,past,201926,2019,26,law,宅建業法,宅地建物取引業法に規定する免許に関する次の記述のうち、正しいものはどれか。,q/past/y2019/q26/index.html
1,模試 第1回,41,past,202143,2021,43,law,宅建業法,宅地建物取引業法に規定する宅地建物取引士の登録の欠格事由に関する次の記述のうち、正しいものはどれか。,q/past/y2021/q43/index.html
1,模試 第1回,42,past,202149,2021,49,tax,税・その他,建物の構造に関する次の記述のうち、最も不適切なものはどれか。,q/past/y2021/q49/index.html
1,模試 第1回,43,past,201938,2019,38,law,宅建業法,宅地建物取引業法に規定する宅地建物取引士証に関する次の記述のうち、正しいものはどれか。,q/past/y2019/q38/index.html
1,模試 第1回,44,past,201917,2019,17,limit,法令上の制限,宅地建物取引業法の規定に基づく監督処分に関する次の記述のうち、正しいものはどれか（法令上の制限の範囲で出,q/past/y2019/q17/index.html
1,模試 第1回,45,past,202014,2020,14,rights,権利関係,民法に規定する時効に関する次の記述のうち、正しいものはどれか。,q/past/y2020/q14/index.html
1,模試 第1回,46,past,202021,2020,21,limit,法令上の制限,都市計画法に規定する用途地域に関する次の記述のうち、正しいものはどれか。,q/past/y2020/q21/index.html
1,模試 第1回,47,past,202117,2021,17,limit,法令上の制限,宅地造成及び特定盛土等規制法（盛土規制法）に関する次の記述のうち、正しいものはどれか（旧宅地造成等規制法,q/past/y2021/q17/index.html
1,模試 第1回,48,past,202006,2020,6,rights,権利関係,物権の種類に関する次の記述のうち、民法の規定によれば正しいものはどれか。,q/past/y2020/q06/index.html
1,模試 第1回,49,past,202039,2020,39,law,宅建業法,宅地建物取引業者の免許に関する次の記述のうち、正しいものはどれか。,q/past/y2020/q39/index.html
1,模試 第1回,50,past,202140,2021,40,law,宅建業法,宅地建物取引業法に規定する宅建業者の免許の失効に関する次の記述のうち、正しいものはどれか。,q/past/y2021/q40/index.html
2,模試 第2回,1,past,202220,2022,20,limit,法令上の制限,農地法に関する次の記述のうち、正しいものはどれか。,q/past/y2022/q20/index.html
2,模試 第2回,2,past,202307,2023,7,rights,権利関係,売主Aが買主Bに建物を引き渡したが、引渡し後に建物に雨漏りが発覚した（契約不適合）。民法の規定によれば正,q/past/y2023/q07/index.html
2,模試 第2回,3,past,202350,2023,50,tax,税・その他,宅地・建物の統計等に関する次の記述のうち（令和5年度試験時点）、最も適切なものはどれか。,q/past/y2023/q50/index.html
2,模試 第2回,4,past,202126,2021,26,law,宅建業法,宅地建物取引業法に規定するクーリングオフに関する次の記述のうち、正しいものはどれか。,q/past/y2021/q26/index.html
2,模試 第2回,5,past,202305,2023,5,rights,権利関係,Aの代理人と称するBがAから代理権を与えられていないのにCと契約を締結した。民法の規定及び判例によれば正,q/past/y2023/q05/index.html
2,模試 第2回,6,past,202103,2021,3,rights,権利関係,AがA所有の甲建物についてBと賃貸借契約を締結し、BがAの承諾を得て甲建物をCに転貸した場合に関する次の,q/past/y2021/q03/index.html
2,模試 第2回,7,past,202334,2023,34,law,宅建業法,宅地建物取引業者が自ら売主となる場合の規制（いわゆる8種制限）に関する次の記述のうち、正しいものはどれか,q/past/y2023/q34/index.html
2,模試 第2回,8,past,202217,2022,17,limit,法令上の制限,建築基準法に規定する建築確認に関する次の記述のうち、正しいものはどれか。,q/past/y2022/q17/index.html
2,模試 第2回,9,past,202211,2022,11,rights,権利関係,借地借家法に規定する定期建物賃貸借に関する次の記述のうち、正しいものはどれか。,q/past/y2022/q11/index.html
2,模試 第2回,10,past,202248,2022,48,tax,税・その他,土地に関する次の記述のうち、最も不適切なものはどれか。,q/past/y2022/q48/index.html
2,模試 第2回,11,past,202128,2021,28,law,宅建業法,宅地建物取引業法に規定する宅地建物取引士の登録に関する次の記述のうち、正しいものはどれか。,q/past/y2021/q28/index.html
2,模試 第2回,12,past,202310,2023,10,rights,権利関係,相殺に関する次の記述のうち、民法の規定によれば正しいものはどれか。,q/past/y2023/q10/index.html
2,模試 第2回,13,past,202308,2023,8,rights,権利関係,賃貸借に関する次の記述のうち、民法の規定によれば正しいものはどれか。,q/past/y2023/q08/index.html
2,模試 第2回,14,past,202114,2021,14,rights,権利関係,保証に関する次の記述のうち、民法の規定によれば、正しいものはどれか。,q/past/y2021/q14/index.html
2,模試 第2回,15,past,202324,2023,24,tax,税・その他,固定資産税に関する次の記述のうち、正しいものはどれか。,q/past/y2023/q24/index.html
2,模試 第2回,16,past,202215,2022,15,limit,法令上の制限,国土利用計画法に規定する事後届出制に関する次の記述のうち、正しいものはどれか。,q/past/y2022/q15/index.html
2,模試 第2回,17,past,202107,2021,7,rights,権利関係,売買に関する次の記述のうち、民法の規定によれば正しいものはどれか。,q/past/y2021/q07/index.html
2,模試 第2回,18,past,202212,2022,12,rights,権利関係,借地借家法に規定する普通借地権に関する次の記述のうち、正しいものはどれか。,q/past/y2022/q12/index.html
2,模試 第2回,19,past,202223,2022,23,tax,税・その他,所得税における譲渡所得に関する次の記述のうち、正しいものはどれか。,q/past/y2022/q23/index.html
2,模試 第2回,20,past,202327,2023,27,law,宅建業法,宅地建物取引業法に規定する営業保証金に関する次の記述のうち、正しいものはどれか。,q/past/y2023/q27/index.html
2,模試 第2回,21,past,202348,2023,48,tax,税・その他,土地に関する次の記述のうち、最も不適切なものはどれか。,q/past/y2023/q48/index.html
2,模試 第2回,22,past,202303,2023,3,rights,権利関係,AがBに対して有する100万円の金銭債権をAがCに譲渡した場合に関する次の記述のうち、民法の規定によれば,q/past/y2023/q03/index.html
2,模試 第2回,23,past,202250,2022,50,tax,税・その他,宅地・建物に関する統計（令和4年度試験時点）で最も適切なものはどれか。,q/past/y2022/q50/index.html
2,模試 第2回,24,past,201729,2017,29,law,宅建業法,以下の記述のうち、宅地建物取引業法(以下、本問では「法」という。)の規定に照らすと、正しいものを選びなさ,q/past/y2017/q29/index.html
2,模試 第2回,25,past,201926,2019,26,law,宅建業法,宅地建物取引業法に規定する免許に関する次の記述のうち、正しいものはどれか。,q/past/y2019/q26/index.html
2,模試 第2回,26,past,202133,2021,33,law,宅建業法,宅地建物取引業者が自ら売主の場合の自己の所有に属しない物件の売買に関する次の記述のうち、正しいものはどれ,q/past/y2021/q33/index.html
2,模試 第2回,27,past,202116,2021,16,limit,法令上の制限,建築基準法に規定する容積率に関する次の記述のうち、正しいものはどれか。,q/past/y2021/q16/index.html
2,模試 第2回,28,past,202117,2021,17,limit,法令上の制限,宅地造成及び特定盛土等規制法（盛土規制法）に関する次の記述のうち、正しいものはどれか（旧宅地造成等規制法,q/past/y2021/q17/index.html
2,模試 第2回,29,past,202313,2023,13,rights,権利関係,建物の区分所有等に関する法律（区分所有法）に関する次の記述のうち、正しいものはどれか。,q/past/y2023/q13/index.html
2,模試 第2回,30,past,202226,2022,26,law,宅建業法,宅地建物取引業者Aが媒介により、売主B・買主C間の中古マンション売買契約を成立させた場合の報酬に関する次,q/past/y2022/q26/index.html
2,模試 第2回,31,past,202529,2025,29,law,宅建業法,宅建士の業務停止・登録消除に関する次の記述のうち、正しいものはどれか。,q/past/y2025/q29/index.html
2,模試 第2回,32,past,201733,2017,33,law,宅建業法,宅地建物取引業者が行う宅地建物取引業法第35条に規定する重要事項の説明についての以下の記述のうち、正しい,q/past/y2017/q33/index.html
2,模試 第2回,33,past,202143,2021,43,law,宅建業法,宅地建物取引業法に規定する宅地建物取引士の登録の欠格事由に関する次の記述のうち、正しいものはどれか。,q/past/y2021/q43/index.html
2,模試 第2回,34,past,202534,2025,34,law,宅建業法,住宅瑕疵担保履行法に関する次の記述のうち、正しいものはどれか。,q/past/y2025/q34/index.html
2,模試 第2回,35,past,202141,2021,41,law,宅建業法,宅地建物取引業法に規定する宅建業者の業務に関する次の記述のうち、正しいものはどれか。,q/past/y2021/q41/index.html
2,模試 第2回,36,past,202140,2021,40,law,宅建業法,宅地建物取引業法に規定する宅建業者の免許の失効に関する次の記述のうち、正しいものはどれか。,q/past/y2021/q40/index.html
2,模試 第2回,37,past,202241,2022,41,law,宅建業法,宅地建物取引業法に規定する宅地建物取引士証に関する次の記述のうち、正しいものはどれか。,q/past/y2022/q41/index.html
2,模試 第2回,38,past,202249,2022,49,tax,税・その他,建物の基礎構造に関する次の記述のうち、最も不適切なものはどれか。,q/past/y2022/q49/index.html
2,模試 第2回,39,past,201329,2013,29,law,宅建業法,宅地建物取引業法(以下、本問では「法」という。)についての以下の記述のうち、正しいものを選びなさい。,q/past/y2013/q29/index.html
2,模試 第2回,40,past,202306,2023,6,rights,権利関係,民法に規定する契約の解除に関する次の記述のうち、正しいものはどれか。,q/past/y2023/q06/index.html
2,模試 第2回,41,past,201836,2018,36,law,宅建業法,宅地建物取引業の免許(以下、本問では「免許」という。)についての以下の記述のうち、宅地建物取引業法の規定,q/past/y2018/q36/index.html
2,模試 第2回,42,past,202530,2025,30,law,宅建業法,宅建業者の業務処理に関する次の記述のうち、正しいものはどれか。,q/past/y2025/q30/index.html
2,模試 第2回,43,past,202216,2022,16,limit,法令上の制限,都市計画法に規定する開発許可に関する次の記述のうち、正しいものはどれか。,q/past/y2022/q16/index.html
2,模試 第2回,44,past,202206,2022,6,rights,権利関係,弁済に関する次の記述のうち、民法の規定によれば正しいものはどれか。,q/past/y2022/q06/index.html
2,模試 第2回,45,past,202326,2023,26,law,宅建業法,宅地建物取引業者Aが、自ら売主として買主B（宅地建物取引業者でない）との間で宅地の売買契約を締結する場合,q/past/y2023/q26/index.html
2,模試 第2回,46,past,202242,2022,42,law,宅建業法,宅地建物取引業保証協会に関する次の記述のうち、正しいものはどれか。,q/past/y2022/q42/index.html
2,模試 第2回,47,past,202149,2021,49,tax,税・その他,建物の構造に関する次の記述のうち、最も不適切なものはどれか。,q/past/y2021/q49/index.html
2,模試 第2回,48,past,202202,2022,2,rights,権利関係,相隣関係に関する次の記述のうち、民法の規定によれば、正しいものはどれか。,q/past/y2022/q02/index.html
2,模試 第2回,49,past,202315,2023,15,limit,法令上の制限,都市計画法に関する次の記述のうち、正しいものはどれか。,q/past/y2023/q15/index.html
2,模試 第2回,50,past,202316,2023,16,limit,法令上の制限,建築基準法に関する次の記述のうち、正しいものはどれか。,q/past/y2023/q16/index.html
3,模試 第3回,1,past,202348,2023,48,tax,税・その他,土地に関する次の記述のうち、最も不適切なものはどれか。,q/past/y2023/q48/index.html
3,模試 第3回,2,past,202309,2023,9,rights,権利関係,A会社の従業員Bが業務執行中に過失でCに損害を与えた場合の使用者責任に関する次の記述のうち、民法の規定及,q/past/y2023/q09/index.html
3,模試 第3回,3,past,202316,2023,16,limit,法令上の制限,建築基準法に関する次の記述のうち、正しいものはどれか。,q/past/y2023/q16/index.html
3,模試 第3回,4,past,202045,2020,45,law,宅建業法,宅地建物取引業法に規定する監督処分に関する次の記述のうち、正しいものはどれか。,q/past/y2020/q45/index.html
3,模試 第3回,5,past,202248,2022,48,tax,税・その他,土地に関する次の記述のうち、最も不適切なものはどれか。,q/past/y2022/q48/index.html
3,模試 第3回,6,past,202224,2022,24,tax,税・その他,宅地建物取引業者が受ける報酬に関連して、消費税に関する次の記述のうち、正しいものはどれか。,q/past/y2022/q24/index.html
3,模試 第3回,7,past,202220,2022,20,limit,法令上の制限,農地法に関する次の記述のうち、正しいものはどれか。,q/past/y2022/q20/index.html
3,模試 第3回,8,past,201906,2019,6,rights,権利関係,売主の担保責任（契約不適合責任）に関する次の記述のうち、民法の規定によれば正しいものはどれか。,q/past/y2019/q06/index.html
3,模試 第3回,9,past,202212,2022,12,rights,権利関係,借地借家法に規定する普通借地権に関する次の記述のうち、正しいものはどれか。,q/past/y2022/q12/index.html
3,模試 第3回,10,past,202242,2022,42,law,宅建業法,宅地建物取引業保証協会に関する次の記述のうち、正しいものはどれか。,q/past/y2022/q42/index.html
3,模試 第3回,11,past,201926,2019,26,law,宅建業法,宅地建物取引業法に規定する免許に関する次の記述のうち、正しいものはどれか。,q/past/y2019/q26/index.html
3,模試 第3回,12,past,202143,2021,43,law,宅建業法,宅地建物取引業法に規定する宅地建物取引士の登録の欠格事由に関する次の記述のうち、正しいものはどれか。,q/past/y2021/q43/index.html
3,模試 第3回,13,past,201948,2019,48,tax,税・その他,土地に関する次の記述のうち、最も不適切なものはどれか。,q/past/y2019/q48/index.html
3,模試 第3回,14,past,201917,2019,17,limit,法令上の制限,宅地建物取引業法の規定に基づく監督処分に関する次の記述のうち、正しいものはどれか（法令上の制限の範囲で出,q/past/y2019/q17/index.html
3,模試 第3回,15,past,202250,2022,50,tax,税・その他,宅地・建物に関する統計（令和4年度試験時点）で最も適切なものはどれか。,q/past/y2022/q50/index.html
3,模試 第3回,16,past,202202,2022,2,rights,権利関係,相隣関係に関する次の記述のうち、民法の規定によれば、正しいものはどれか。,q/past/y2022/q02/index.html
3,模試 第3回,17,past,202028,2020,28,law,宅建業法,宅地建物取引業法に規定する媒介契約書面に関する次の記述のうち、正しいものはどれか。,q/past/y2020/q28/index.html
3,模試 第3回,18,past,202115,2021,15,limit,法令上の制限,都市計画法に規定する地域地区に関する次の記述のうち、正しいものはどれか。,q/past/y2021/q15/index.html
3,模試 第3回,19,past,202126,2021,26,law,宅建業法,宅地建物取引業法に規定するクーリングオフに関する次の記述のうち、正しいものはどれか。,q/past/y2021/q26/index.html
3,模試 第3回,20,past,201934,2019,34,law,宅建業法,宅地建物取引業者の報酬に関する次の記述のうち、正しいものはどれか（消費税考慮不要）。,q/past/y2019/q34/index.html
3,模試 第3回,21,past,202016,2020,16,limit,法令上の制限,建築基準法に規定する防火地域及び準防火地域に関する次の記述のうち、正しいものはどれか。,q/past/y2020/q16/index.html
3,模試 第3回,22,past,202223,2022,23,tax,税・その他,所得税における譲渡所得に関する次の記述のうち、正しいものはどれか。,q/past/y2022/q23/index.html
3,模試 第3回,23,past,202327,2023,27,law,宅建業法,宅地建物取引業法に規定する営業保証金に関する次の記述のうち、正しいものはどれか。,q/past/y2023/q27/index.html
3,模試 第3回,24,past,202307,2023,7,rights,権利関係,売主Aが買主Bに建物を引き渡したが、引渡し後に建物に雨漏りが発覚した（契約不適合）。民法の規定によれば正,q/past/y2023/q07/index.html
3,模試 第3回,25,past,202312,2023,12,rights,権利関係,普通建物賃貸借（居住用）の更新に関する次の記述のうち、借地借家法の規定によれば正しいものはどれか。,q/past/y2023/q12/index.html
3,模試 第3回,26,past,202037,2020,37,law,宅建業法,宅地建物取引業法に規定する重要事項説明書（35条書面）の記載事項に関する次の記述のうち、正しいものはどれ,q/past/y2020/q37/index.html
3,模試 第3回,27,past,202226,2022,26,law,宅建業法,宅地建物取引業者Aが媒介により、売主B・買主C間の中古マンション売買契約を成立させた場合の報酬に関する次,q/past/y2022/q26/index.html
3,模試 第3回,28,past,202334,2023,34,law,宅建業法,宅地建物取引業者が自ら売主となる場合の規制（いわゆる8種制限）に関する次の記述のうち、正しいものはどれか,q/past/y2023/q34/index.html
3,模試 第3回,29,past,202323,2023,23,tax,税・その他,印紙税に関する次の記述のうち、正しいものはどれか。,q/past/y2023/q23/index.html
3,模試 第3回,30,past,202027,2020,27,law,宅建業法,宅地建物取引業者Aが宅地の売買を媒介した場合の37条書面（売買契約書）に関する次の記述のうち、宅地建物取,q/past/y2020/q27/index.html
3,模試 第3回,31,past,201908,2019,8,rights,権利関係,相続の承認と放棄に関する次の記述のうち、民法の規定によれば正しいものはどれか。,q/past/y2019/q08/index.html
3,模試 第3回,32,past,202215,2022,15,limit,法令上の制限,国土利用計画法に規定する事後届出制に関する次の記述のうち、正しいものはどれか。,q/past/y2022/q15/index.html
3,模試 第3回,33,past,202141,2021,41,law,宅建業法,宅地建物取引業法に規定する宅建業者の業務に関する次の記述のうち、正しいものはどれか。,q/past/y2021/q41/index.html
3,模試 第3回,34,past,202011,2020,11,rights,権利関係,借地借家法に規定する借地権に関する次の記述のうち、正しいものはどれか。,q/past/y2020/q11/index.html
3,模試 第3回,35,past,202101,2021,1,rights,権利関係,AがBに対して有する債権の担保として、A・B間でAを抵当権者、B所有の甲土地に抵当権を設定した場合に関す,q/past/y2021/q01/index.html
3,模試 第3回,36,past,201938,2019,38,law,宅建業法,宅地建物取引業法に規定する宅地建物取引士証に関する次の記述のうち、正しいものはどれか。,q/past/y2019/q38/index.html
3,模試 第3回,37,past,201927,2019,27,law,宅建業法,宅地建物取引業法に規定する宅地建物取引士に関する次の記述のうち、正しいものはどれか。,q/past/y2019/q27/index.html
3,模試 第3回,38,past,202021,2020,21,limit,法令上の制限,都市計画法に規定する用途地域に関する次の記述のうち、正しいものはどれか。,q/past/y2020/q21/index.html
3,模試 第3回,39,past,202313,2023,13,rights,権利関係,建物の区分所有等に関する法律（区分所有法）に関する次の記述のうち、正しいものはどれか。,q/past/y2023/q13/index.html
3,模試 第3回,40,past,202128,2021,28,law,宅建業法,宅地建物取引業法に規定する宅地建物取引士の登録に関する次の記述のうち、正しいものはどれか。,q/past/y2021/q28/index.html
3,模試 第3回,41,past,202002,2020,2,rights,権利関係,Aが死亡し、相続人がB・C・Dの3名（各法定相続分3分の1）である場合に関する次の記述のうち、民法の規定,q/past/y2020/q02/index.html
3,模試 第3回,42,past,202029,2020,29,law,宅建業法,宅地建物取引業法に規定する重要事項説明に関する次の記述のうち、正しいものはどれか。,q/past/y2020/q29/index.html
3,模試 第3回,43,past,202030,2020,30,law,宅建業法,宅地建物取引業法に規定する報酬に関する次の記述のうち、正しいものはどれか（消費税考慮不要）。,q/past/y2020/q30/index.html
3,模試 第3回,44,past,202140,2021,40,law,宅建業法,宅地建物取引業法に規定する宅建業者の免許の失効に関する次の記述のうち、正しいものはどれか。,q/past/y2021/q40/index.html
3,模試 第3回,45,past,202326,2023,26,law,宅建業法,宅地建物取引業者Aが、自ら売主として買主B（宅地建物取引業者でない）との間で宅地の売買契約を締結する場合,q/past/y2023/q26/index.html
3,模試 第3回,46,past,202024,2020,24,tax,税・その他,贈与税に関する次の記述のうち、正しいものはどれか。,q/past/y2020/q24/index.html
3,模試 第3回,47,past,202006,2020,6,rights,権利関係,物権の種類に関する次の記述のうち、民法の規定によれば正しいものはどれか。,q/past/y2020/q06/index.html
3,模試 第3回,48,past,202217,2022,17,limit,法令上の制限,建築基準法に規定する建築確認に関する次の記述のうち、正しいものはどれか。,q/past/y2022/q17/index.html
3,模試 第3回,49,past,202211,2022,11,rights,権利関係,借地借家法に規定する定期建物賃貸借に関する次の記述のうち、正しいものはどれか。,q/past/y2022/q11/index.html
3,模試 第3回,50,past,202103,2021,3,rights,権利関係,AがA所有の甲建物についてBと賃貸借契約を締結し、BがAの承諾を得て甲建物をCに転貸した場合に関する次の,q/past/y2021/q03/index.html
4,模試 第4回,1,past,202426,2024,26,law,宅建業法,宅建業者の禁止行為に関する次の記述のうち、正しいものはどれか。,q/past/y2024/q26/index.html
4,模試 第4回,2,past,202435,2024,35,limit,法令上の制限,開発許可に関する次の記述のうち、正しいものはどれか。,q/past/y2024/q35/index.html
4,模試 第4回,3,past,202522,2025,22,law,宅建業法,手付金等の保全措置に関する次の記述のうち、正しいものはどれか。,q/past/y2025/q22/index.html
4,模試 第4回,4,past,202546,2025,46,tax,税・その他,印紙税に関する次の記述のうち、正しいものはどれか。,q/past/y2025/q46/index.html
4,模試 第4回,5,past,202511,2025,11,rights,権利関係,契約の解除に関する次の記述のうち、民法の規定によれば、正しいものはどれか。,q/past/y2025/q11/index.html
4,模試 第4回,6,past,202532,2025,32,law,宅建業法,従業者証明書に関する次の記述のうち、正しいものはどれか。,q/past/y2025/q32/index.html
4,模試 第4回,7,past,202547,2025,47,tax,税・その他,不動産鑑定評価に関する次の記述のうち、正しいものはどれか。,q/past/y2025/q47/index.html
4,模試 第4回,8,past,202416,2024,16,law,宅建業法,宅建士に関する次の記述のうち、正しいものはどれか。,q/past/y2024/q16/index.html
4,模試 第4回,9,past,202523,2025,23,law,宅建業法,媒介報酬に関する次の記述のうち、正しいものはどれか（消費税考慮不要）。,q/past/y2025/q23/index.html
4,模試 第4回,10,past,202402,2024,2,rights,権利関係,制限行為能力者に関する次の記述のうち、民法の規定によれば、正しいものはどれか。,q/past/y2024/q02/index.html
4,模試 第4回,11,past,202515,2025,15,law,宅建業法,宅建業法の規定に関する次の記述のうち、正しいものはどれか。,q/past/y2025/q15/index.html
4,模試 第4回,12,past,202543,2025,43,tax,税・その他,譲渡所得に関する次の記述のうち、正しいものはどれか。,q/past/y2025/q43/index.html
4,模試 第4回,13,past,202404,2024,4,rights,権利関係,賃貸借に関する次の記述のうち、民法及び借地借家法の規定によれば、正しいものはどれか。,q/past/y2024/q04/index.html
4,模試 第4回,14,past,202529,2025,29,law,宅建業法,宅建士の業務停止・登録消除に関する次の記述のうち、正しいものはどれか。,q/past/y2025/q29/index.html
4,模試 第4回,15,past,202401,2024,1,rights,権利関係,意思表示に関する次の記述のうち、民法の規定及び判例によれば、正しいものはどれか。,q/past/y2024/q01/index.html
4,模試 第4回,16,past,202516,2025,16,law,宅建業法,宅建士証に関する次の記述のうち、正しいものはどれか。,q/past/y2025/q16/index.html
